ID,商品名称,价格（元）,近30天销量（件）,广告词,促销活动,评论数,日期,品牌
533880894686 ,古井贡酒红运H3-50度500ml浓香型白酒纯粮食酒古井贡,88,53,,满2件7.5折送任意1件赠品（赠完即止）,40,2018/2/27,古井贡酒
527172525371 ,汾酒集团 杏花村 百年汾杏 精酿 475ml 白酒,89,1311,新老包装随机发货,,3024,2018/2/27,汾酒
541898645074 ,西凤 西凤名酿V28 52度 500mL 白酒浓香型国产,89,3021,新老包装随机发货,,2883,2018/2/27,西凤
522092833971 ,白云边金三星45度白酒500mL浓香型粮食酒白酒特价,89,707,湖北名酒 陈年浓香 纯粮发酵 精细制曲,满2件5折,1501,2018/2/27,白云边
539103138378 ,古井贡酒 经典50度 浓香型白酒500ml/瓶 礼盒装,89,1341,古井贡酒 浓香型白酒,满2件5折,1445,2018/2/27,古井贡酒
542569577352 ,江小白国产白酒青春版40度500ml单瓶高粱粮食酒,89,498,纯高粱酿造 入口柔和 口感纯净 回味甘甜,满189元送任意1件赠品（赠完即止）；满229元送任意1…,1208,2018/2/27,江小白
540451165023 ,贵州茅台集团循环产投 封坛1992 N29 500mL 白酒,89,227,,满2件5折,882,2018/2/27,茅台
45444305327 ,茅台集团习酒红习酱53度 500ml酱香型 小酌 白酒,89,36,君子之品 东方习酒 猫超自营 百城次日达,满2件送任意1件赠品（赠完即止）,532,2018/2/27,茅台
521930714170 ,四特东方韵系列 弘韵52度 375ml特香型白酒酒厂直供,89,103,特香典范 中国四特 猫超自营 百城次日达,,272,2018/2/27,四特
544777022181 ,贵州茅台集团52度茅乡窖龄红500ml浓香型 国产白酒,89,73,,满2件5折,203,2018/2/27,茅台
522076239142 ,白云边九年陈酿白云边酒42度浓酱兼香型白酒500mL,89,4,湖北名酒 纯粮发酵 精细制曲 品牌名酒,,153,2018/2/27,白云边
19164838560 ,四特锦瓷系列锦瓷三星52度 460ml特香白酒酒厂直供,89,47,特香典范 中国四特 猫超自营 百城次日达,满199元减40元送任意1件赠品（赠完即止）；满299元减…,116,2018/2/27,四特
538672829548 ,泸州老窖52度八年陈头曲酒祥品500ml浓香型白酒,89,31,,满2件送任意1件赠品（赠完即止）,76,2018/2/27,泸州老窖
562844194861 ,红星二锅头酒绿瓶大二56度500ml*2+43度绵柔8陈酿 750ml*2,89,30,,,16,2018/2/27,红星
562179693313 ,牛栏山56度5L桶装二锅头泡药酒+宁夏红枸杞500g组合装,89.9,29,桶装泡药酒与枸杞完美组合,,20,2018/2/27,牛栏山
555170720297 ,牛栏山 百年红（10） 52度 单瓶装 500ml 口感浓香型,90,62,,满2件送任意1件赠品（赠完即止）,43,2018/2/27,牛栏山
560812096828 ,牛栏山 珍品（15） 45度 双瓶装 400ml*2 口感清香型,90,86,正宗牛栏山地道北京味,,39,2018/2/27,牛栏山
521708393406 ,古井贡酒30年窖龄50度500ml浓香型白酒纯粮酒古井贡,95,165,需要礼品袋 请拍双瓶装 双瓶装链接 见详情页,满99元减10元送任意1件赠品（赠完即止）；满499元减5…,82,2018/2/27,古井贡酒
535688210070 ,五粮液股份公司大成唐窖珍酿3D装52度500ml白酒浓香,96,684,,满2件5折,11371,2018/2/27,五粮液
541968934602 ,西凤 西凤名酿久藏级 52度 500mL 浓香型 国产白酒,96,814,,,2761,2018/2/27,西凤
540284301636 ,古井贡酒逍遥50度500ml浓香型白酒纯粮食酒古井贡,96,136,古井贡酒 天猫自营 百城次日达,满2件7.5折送任意1件赠品（赠完即止）,125,2018/2/27,古井贡酒
525967673633 ,牛栏山二锅头百年陈酿（三牛）36度400ml 单瓶装,97,755,正宗牛栏山 地道北京味,,1267,2018/2/27,牛栏山
561041539158 ,牛栏山 百年红（8） 38度 双瓶装 500ml*2 口感浓香型,97.6,56,,,27,2018/2/27,牛栏山
538174274033 ,稻花香珍品二号52度500ml单瓶装浓香型白酒 高度送礼粮食酒,98,288,天猫超市自营 正品保证 百城次日达,满2件5折,269,2018/2/27,稻花香
522862301561 ,洋河 蓝瓷52度480ml 浓香型 白酒 猫超自营酒厂直供,98,300,年货节不支持礼袋,满69元减10元；满99元减30元,225,2018/2/27,洋河
554776433054 ,郎酒 三溪郎 A5 浓香型 高度 白酒52度500ml,98,12,2瓶送1个礼袋 2瓶及以上请拍双支装,,178,2018/2/27,郎酒
538926498510 ,安达情闷倒驴45度白大闷500ml*12清香型白酒整箱装,98,14,纯粮高度酒 好喝不上头,,140,2018/2/27,安达情
557602050808 ,郎酒三溪郎A5-52度500ml*2套装 猫超自营 酒厂直供,98,9,,,24,2018/2/27,郎酒
525501029608 ,牛栏山二锅头百年陈酿（三牛）52度400ml浓香型白酒,99,5725,正宗牛栏山 地道北京味,满2件送任意1件赠品（赠完即止）,4439,2018/2/27,牛栏山
541871703710 ,洋河炫彩 50度 480mLx4瓶白酒整箱 礼盒装送礼佳选,99,721,洋河炫彩白酒,,2268,2018/2/27,洋河
540277561928 ,贵州茅台集团循环产投 封坛1992金装 500mL 白酒,99,210,,满2件5折,1394,2018/2/27,茅台
553229878604 ,劲牌劲酒公司毛铺 纯谷酒 50度 5L*1桶 整箱 白酒,99,438,10斤超值装,,1279,2018/2/27,劲酒
541691483108 ,【天猫超市】五粮液股份公司 富贵天下藏品级（红）52度 2L 白酒,99,836,,,1185,2018/2/27,五粮液
537619466565 ,剑南春52度精制剑南醇500ML浓香型送礼商务宴请,99,11,需要多个礼袋 请拍两瓶装,满2件送任意1件赠品（赠完即止）,916,2018/2/27,剑南春
523268929087 ,【天猫超市】五粮液股份公司富贵天下500ml *2 白酒（礼袋装）,99,195,内含1个 精美手提袋,,780,2018/2/27,五粮液
538242632690 ,五粮液股份公司 富贵天下绵香 52度 500mL 白酒,99,148,,满2件5折,751,2018/2/27,五粮液
521914135305 ,五粮液股份公司 富贵天下喜庆礼盒装 52度 500mLx2,99,270,礼盒装 送礼的好选择,,398,2018/2/27,五粮液
527763517077 ,剑南春酒厂有限公司 剑南春 剑南醇C8 52度500ml,99,50,需要礼袋请拍 两瓶装,满2件5折,397,2018/2/27,剑南春
541909630851 ,贵州茅台集团 茅乡封藏酒V22（黄） 52度 666mL 白酒,99,659,,满2件5折,277,2018/2/27,茅台
559830342382 ,五粮液股份尊耀绵纯级52度 500mL浓香型国产白酒,99,255,,满2件5折送任意1件赠品（赠完即止）,271,2018/2/27,五粮液
546703559208 ,金门高粱酒小白金龙300ML58度原装进口白酒2013老酒,99,205,金门酒厂直供 原装进口 口粮酒,,127,2018/2/27,金门
537747803477 ,剑南春52度剑南老窖2006浓香型 500ml商务送礼宴请,99,31,需要礼袋请拍 两瓶装,满2件送任意1件赠品（赠完即止）,124,2018/2/27,剑南春
538807824143 ,安达情闷倒驴68度马提琴228ml*6清香型白酒整箱装,99,76,纯粮高度酒 好喝不上头,,109,2018/2/27,安达情
540466701777 ,48度天佑德青海互助青稞酒生态四星清香型酒厂直供,99,19,清香型白酒 凛冽芬芳,,90,2018/2/27,天佑德
541388602933 ,【天猫超市】贵州茅台集团循环产投 封坛1992金装 500mL*2 白酒,99,42,,,66,2018/2/27,茅台
557892374268 ,天佑德青稞酒 青海互助小黑 42度清香型白酒125ml/瓶,99,55,我们没有好文案，我们只有好原料,满2件5折,18,2018/2/27,天佑德
555287119230 ,牛栏山婚庆聚会用酒喜酒浓香型42度500ml单瓶装白酒,99,4,亲民牛栏山，地道北京味儿,满2件送任意1件赠品（赠完即止）,9,2018/2/27,牛栏山
43818678368 ,剑南春银剑南A3 42度500ml浓香型国产中度白酒,99.5,5883,,满2件送任意1件赠品（赠完即止）,4089,2018/2/27,剑南春
540119080049 ,52度五粮液股份华彩人生A16浓香型国产白酒送礼聚会500ml,99.5,2744,四川宜宾产 品质保证,满2件6折,2781,2018/2/27,五粮液
520278959736 ,泸州老窖股份N9浓香型52度白酒透明桶宴会送礼酒500ml,99.5,384,系出名门 酒质保证 包装上档次,满2件7折,2690,2018/2/27,泸州老窖
545600511665 ,致中和白酒 苦荞酒42度 500ml/瓶礼盒装 低度白酒,99.5,1,精选优质原料 传统酿造工艺,满2件7.5折,247,2018/2/27,致中和
537661115078 ,【天猫超市】五粮液股份公司富贵天下佳藏52度 500mL浓香型白酒,99.9,9321,,满2件5折,19521,2018/2/27,五粮液
540396572022 ,贵州茅台集团茅坛窖龄酒52度浓香型国产白酒500ml,99.9,15006,如需礼袋请拍整箱装,满2件5折,14294,2018/2/27,茅台
538527156218 ,五粮液股份公司 富贵天下金装版 52度 500mL 白酒,99.9,4220,,,7906,2018/2/27,五粮液
533995885028 ,剑南春酒厂有限公司52度红标绵竹大曲500mL*12整箱装,99.9,1832,,,4053,2018/2/27,剑南春
527119200548 ,贵州茅台保健酒公司茅乡封藏酒帝王黄52度500mL白酒,99.9,133,,满2件5折,1254,2018/2/27,茅台
556958242346 ,汾酒集团杏花村汾牌淡雅珍品53度 475mL清香型白酒,99.9,2190,,满2件5折,656,2018/2/27,汾酒
561560862608 ,泸州老窖浓香老窖蓝耀52度500ml浓香型高度白酒,99.9,1963,新品上市，厂家直供，名酒限时购,满199元减100元,431,2018/2/27,泸州老窖
562551782052 ,贵州茅台集团白金珍品酒M20浓香型白酒宴会送礼用酒,99.9,1407,,,223,2018/2/27,茅台
539107326311 ,【天猫超市】五粮液股份公司大成唐窖珍酿3D装52度500ml*2 白酒,99.9,30,,,138,2018/2/27,五粮液
561078843072 ,五粮液股份公司一尊天下绵柔 52度 500mL 浓香型白酒,99.9,534,,,66,2018/2/27,五粮液
43720685368 ,白标西凤93版出口型52度500ml绵柔凤香型下单立减10元,100,199,山西名酒源于西凤,满99元减10元,791,2018/2/27,西凤
553260276757 ,【天猫超市】双沟青优200ml*5猫超新品小酒超值优惠酒厂直供,100,6,,,16,2018/2/27,双沟
540671861636 ,剑南春陈坛特曲52度白酒500ml *2礼袋装 拜访送礼,102,2074,,,5614,2018/2/27,剑南春
541381157303 ,五粮液股份公司 富贵天下绵纯级 500ml*2 52度 白酒,102,819,,,4775,2018/2/27,五粮液
544412244939 ,劲牌 中国劲酒 35度 680ml*2瓶低度 白酒 瓶装,104,91,超值2瓶装,,486,2018/2/27,劲酒
39369306132 ,42度洋河海之蓝375ml 蓝色经典 绵柔型白酒 猫超自营电商品,106,2010,单笔订单 送一个礼袋 需多个 拍双支装 见详情页,满2件送任意2件赠品（赠完即止）,11521,2018/2/27,洋河
525529498957 ,白云边12年陈酿42度白酒500mL兼香型粮食酒送礼婚庆,106,709,纯粮发酵 精细制曲 陈酿老酒,,655,2018/2/27,白云边
43481683440 ,汾酒集团53度一坛香五星清香型白酒聚会送礼475ml,106.8,1293,系出名门 品质保证,,1016,2018/2/27,汾酒
536909908299 ,江小白白酒清香型40度Se.100ml*6瓶整箱装高粱酒,108,14547,酒厂直营 正品保证 百城次日达,满189元送任意1件赠品（赠完即止）；满229元送任意1…,21178,2018/2/27,江小白
536909908299 ,江小白白酒清香型40度Se.100ml*6瓶整箱装高粱酒,108,14547,酒厂直营 正品保证 百城次日达,满189元送任意1件赠品（赠完即止）；满229元送任意1…,21178,2018/2/27,江小白
524596987087 ,五粮液股份公司 A级上品 52度 500ml*2 浓香型白酒,108,3179,,,10521,2018/2/27,五粮液
520379320735 ,泸州老窖六年陈/六年窖头曲 52度500ml高度白酒 浓香型,108,683,名品限时直降，天猫超市购真酒，厂家直供,满99元减40元；满199元减80元,1491,2018/2/27,泸州老窖
554776621977 ,郎小郎酒45度100mL*6瓶兼香型 中度白酒 口粮酒歪嘴郎,108,1368,,,1395,2018/2/27,郎酒
538751131587 ,天佑德青海互助青稞酒海拔2600 酒厂直供42度500ml,108,99,清雅纯正 怡悦馥合,满2件8折送任意1件赠品（赠完即止）,129,2018/2/27,天佑德
540448596766 ,稻花香珍品二号52度送礼礼盒装500ml*2浓香型白酒 附手提袋,108,57,天猫超市自营 正品保证 百城次日达,满2件9折,112,2018/2/27,稻花香
560638359907 ,劲牌劲酒公司42度 毛铺苦荞酒125mL*6 瓶 整箱国产 白酒,108,69,,,60,2018/2/27,劲酒
533832146242 ,贵州茅台集团 茅乡封藏酒V16 52度 500mL 白酒,109,702,,满199元减100元,1614,2018/2/27,茅台
525232506627 ,五粮液股份公司 尊耀上品级52度500ml 浓香型白酒,109,99,需要多个礼品袋 请拍2瓶装,满2件送任意1件赠品（赠完即止）,1570,2018/2/27,五粮液
540453458242 ,贵州茅台集团循环产投 封坛1992 N22 500mL 52度白酒,109,2255,,满2件7折,913,2018/2/27,茅台
538952476677 ,安达情闷倒驴62度白大闷500ml*12清香型白酒整箱装,109,160,纯粮高度酒 好喝不上头,,415,2018/2/27,安达情
554997416364 ,五粮液52度一尊天下500ml*2浓香型礼盒国产高度白酒,109,662,五粮液 工匠精神 五粮陈酿礼盒,满1件送任意1件赠品（赠完即止）,403,2018/2/27,五粮液
557634718488 ,汾酒杏花村53度旗帜级原浆475ml 清香型国产白酒,109,844,详情页领券满199减100,,180,2018/2/27,汾酒
560328602511 ,天佑德青海互助青稞酒45度高原白酒 清香型180ml青稞年份小酒限量,109,4,唯高原缔造 得妙品流芳,满2件5折,62,2018/2/27,天佑德
555618506371 ,【天猫超市】五粮液国产白酒一尊天下500ml*2浓香型礼盒带手提袋,109,45,五粮液 工匠精神 五粮陈酿礼盒,,36,2018/2/27,五粮液
18742845933 ,古井贡酒年份原浆献礼45度500ml浓香型白酒古井贡,110,303,天猫自营百城次日达,,938,2018/2/27,古井贡酒
18743365313 ,古井贡酒年份原浆献礼50度500ml浓香型白酒古井贡,113,282,,满199元减50元送任意1件赠品（赠完即止）；满399元减…,2906,2018/2/27,古井贡酒
526170916377 ,双沟醴泉42度 500ml浓香型 白酒 单瓶酒厂直供,113,162,过好年 喝好酒 天猫自营 百城次日达,满2件5折送任意1件赠品（赠完即止）,416,2018/2/27,双沟醴泉
546003699455 ,洋河绿敦煌大曲 42度500ml*6 白酒 猫超自营酒厂直供,114,113,,满69元减10元；满99元减30元,160,2018/2/27,洋河
522562730512 ,五粮液股份公司 原藏精品级 52度 500mL 白酒,115,2367,,,2879,2018/2/27,五粮液
555336355704 ,【天猫超市】汾酒 山西杏花村竹叶青酒38度玻竹475ml*3瓶清香型酒,115,137,汾酒竹叶青38度玻竹 清香型白酒 可冰镇,,302,2018/2/27,汾酒
561790714098 ,五粮液股份尊耀绵纯级52度 500mL*2瓶浓香型国产白酒,116,200,,,146,2018/2/27,五粮液
522076007568 ,【2件5折】白云边陈酿金四星45度白酒500mL浓香型粮食白酒特价,118,1876,湖北名酒 陈年浓香 精细制曲 纯粮发酵 品牌名酒,满2件5折,1395,2018/2/27,白云边
521061355938 ,汾酒杏花村48度乳玻汾酒475ml清香白酒酒厂直供,118,70,官方授权 天猫配送 保真快捷,满2件5折,374,2018/2/27,汾酒
21463859654 ,茅台集团习酒老习酒53度 500ml酱香型 白酒酒厂直供,118,156,君子之品 东方习酒 猫超自营 百城次日达,满2件送任意1件赠品（赠完即止）,344,2018/2/27,习酒
556013890734 ,双沟君坊41.8度500ml双沟珍宝坊浓香型白酒 详情页领券优惠,118,419,,满2件送任意1件赠品（赠完即止）,306,2018/2/27,双沟君坊
545138274544 ,陕西白水杜康 N99 52度 500mL 浓香型 国产白酒,118,285,,满2件5折,157,2018/2/27,白水杜康
44692970396 ,茅台集团习酒双喜53度520ml酱香型白酒婚宴酒厂直供,118,32,拍2瓶赠1礼袋 赠完为止 多个请分开下单,满2件送任意1件赠品（赠完即止）,89,2018/2/27,习酒
557496784976 ,牛栏山净爽53度 整箱装 265ml*20瓶 口感清香型白酒,118,60,,,64,2018/2/27,牛栏山
556435300626 ,珍酒老珍酒53度500ml酱香型白酒酒厂直供保正品,118,19,,满2件送任意2件赠品（赠完即止）,41,2018/2/27,珍酒
554772605197 ,郎酒 三溪郎 老坛酒A7浓香型 高度 白酒 52度 500ml,118,9,2瓶送1个礼袋，2瓶及以上请拍双支装,,38,2018/2/27,郎酒
546625928720 ,五粮液股份52度尊耀上品级500mL*2礼袋装浓香型白酒,118,21,2瓶礼袋装,,19,2018/2/27,五粮液
560907093704 ,牛栏山 百年红（8） 52度 双瓶装 500ml*2 口感浓香型,118,34,,,13,2018/2/27,牛栏山
43454154715 ,五粮液股份公司 富贵天下 52度 500mL 浓香型白酒,119,844,需要礼袋 请拍双只装,满2件5折,2226,2018/2/27,五粮液
523243517565 ,【天猫超市】贵州茅台技开公司百年盛世珍品52度2瓶装浓香型白酒,119,59,内含1个礼袋,,1091,2018/2/27,茅台
557336677070 ,五粮液股份公司如意结珍酿52度 500mL*2浓香型白酒,119,1063,,,902,2018/2/27,五粮液
557451047055 ,五粮液股份公司如意结纯酿52度 500mL*2浓香型白酒,119,2389,,,861,2018/2/27,五粮液
551901847550 ,古井礼品酒50度500ml*6浓香白酒整箱古井贡酒股份,119,326,,,674,2018/2/27,古井贡酒
523268785281 ,五粮液股份公司 尊耀精品级 52度 500ml 国产白酒,119,350,需要多个 礼品袋 请拍2瓶装,满2件送任意1件赠品（赠完即止）,549,2018/2/27,五粮液
520673509354 ,贵州茅台技开公司百年盛世珍品52度500mL浓香型 白酒,119,74,需礼袋 请拍双只装,满2件5折,517,2018/2/27,茅台
557756264233 ,天佑德小黑 青稞酒42度白酒礼盒125ml*4酒厂直供,119,665,酒质好，醒酒快，年轻人更喜欢,满1件送任意1件赠品（赠完即止）,460,2018/2/27,天佑德
557507268296 ,牛栏山二锅头净爽 43度 整箱装 265ml*20瓶 口感清香型白酒,119,70,,,116,2018/2/27,牛栏山
551012442456 ,茅台集团习酒习酱蓝53度500ml酱香型传统古法酿制酒厂直供,119,80,,满2件送任意1件赠品（赠完即止）,69,2018/2/27,习酒
546625772803 ,五粮液股份52度尊耀精品级500mL*2礼袋装浓香型白酒,119,54,2瓶礼袋装,,62,2018/2/27,洋河
540468526380 ,52度天佑德青稞酒生态五星高度白酒清香型酒厂直供,120,323,凛冽芬芳 回味绵长,,446,2018/2/27,天佑德
537381723950 ,牛栏山 百年红（12） 39度 单瓶装 500ml 口感浓香型,124.9,44,正宗牛栏山地道北京味,满2件送任意1件赠品（赠完即止）,76,2018/2/27,牛栏山
521059516365 ,小糊涂仙酒普仙38度500ml浓香型白酒酒厂直供,125,472,古色古香，浓醇丝韵，古法传承,满2件送任意2件赠品（赠完即止）,329,2018/2/27,小糊涂仙
43155692035 ,贵州茅台53度王子酒酱香型白酒礼盒宴会送礼酒500ml,128,1438,茅台王子酒 天猫超市直营 正品保证,,2661,2018/2/27,茅台
549115808301 ,牛栏山42度塑桶二锅头2L*6清香型整箱装特价大牛桶,128,993,,,1876,2018/2/27,牛栏山
536815817226 ,【天猫超市】小糊涂仙 酱香型白酒 52度500ml 猫超自营 品质保证,128,136,,满2件送任意2件赠品（赠完即止）,354,2018/2/27,小糊涂仙
538752259760 ,天佑德青稞酒海拔2800酒厂直供46度500ml酒厂直供,128,61,凛冽芬芳 口感醇厚 回味绵长,,161,2018/2/27,天佑德
26474144590 ,四特锦瓷系列锦瓷四星52度 460ml特香型白酒酒厂直供,128,41,特香典范 中国四特 猫超自营 百城次日达,,131,2018/2/27,四特
520376014490 ,52度泸州老窖股份浓香源A6白酒整箱促销粮食酒,129,524,系出名门 高性价比 口粮酒之选,,7166,2018/2/27,泸州老窖
540670672770 ,贵州茅台集团52度茅乡典藏珍藏级浓香型白酒送礼宴会酒500ml,129,3670,茅台集团出品 品质保证 包装上档次,,4830,2018/2/27,茅台
554149816345 ,江小白白酒清香型40度JOYYOUTH150ml*6瓶整箱高粱酒,129,4780,官方正品 酒厂直营 口感纯净 回味甘甜,满189元送任意1件赠品（赠完即止）；满229元送任意1…,3402,2018/2/27,江小白
539746721726 ,52度泸州老窖双喜酒k6浓香型婚庆白酒整箱清仓特惠,129,55,泸州老窖出品,,2018,2018/2/27,泸州老窖
540336946027 ,52度五粮液股份华彩人生A30浓香型国产白酒婚宴送礼酒500ml,129,1624,四川宜宾产 品质保证,,1501,2018/2/27,五粮液
536834494769 ,江小白国产白酒条形装清香型45度 125ml*4瓶礼盒装,129,1031,单纯高粱酿造 口感纯净 特色语录,满99元减50元,1281,2018/2/27,江小白
540125562302 ,五粮液股份52度华彩人生金装版浓香型国产白酒500ml,129,201,四川宜宾产 品质保证 包装上档次,满2件7折,1216,2018/2/27,五粮液
542230053428 ,【天猫超市】五粮液股份公司 原藏佳酿 52度 500mL 白酒浓香型,129,671,,满2件5折,836,2018/2/27,五粮液
560972608004 ,贵州茅台集团52度白金鉴赏级1995浓香型白酒送礼宴会酒500ml,129,1820,,,522,2018/2/27,茅台
555610339681 ,迎驾贡酒迎驾银星42度450mL浓香型白酒酒厂直供,129,1344,需要礼品袋 请拍两瓶礼袋装链接,满2件送任意2件赠品（赠完即止）,296,2018/2/27,迎驾贡酒
561488225963 ,52度五粮液股份1918精酿浓香型国产白酒500ml婚宴送礼用酒,129,1045,,满2件5折,87,2018/2/27,五粮液
546696283499 ,五粮液股份52度尊耀典藏级500ml*2礼袋装浓香型白酒,129,47,2瓶装更实惠,,22,2018/2/27,五粮液
541370344554 ,五粮液股份公司富贵天下佳藏52度 500mL*2浓香型白酒,129.6,2176,,,2156,2018/2/27,五粮液
537539840308 ,牛栏山珍品20年52度450ml*2两瓶套装（内含礼袋1）,130,43,两瓶带礼袋 送礼更有面,,106,2018/2/27,牛栏山
556669015968 ,郎酒郎牌特曲T6精英版50度 500mL浓香型国产白酒,130,70,,满2件送任意1件赠品（赠完即止）,29,2018/2/27,郎酒
535602497909 ,【天猫超市】五粮液股份公司 尊耀典藏级 52度 500ml 浓香型白酒,130.8,85,,满2件5折送任意1件赠品（赠完即止）,5066,2018/2/27,五粮液
43420496975 ,剑南春金剑南K6 浓香型白酒52度500ml酒厂直供,133,586,需要礼品袋请拍2瓶套装链接,满2件送任意1件赠品（赠完即止）,2076,2018/2/27,剑南春
543622234115 ,五粮液股份尖庄酒 50度475ml*12整箱浓香型国产白酒,135,567,酒味醇厚甘美，喷香浓郁,,1824,2018/2/27,五粮液
43190535731 ,汾酒杏花村53度老白汾酒清香型白酒475ml酒厂直供,135,235,官方授权 天猫配送 保真快捷,满2件送任意1件赠品（赠完即止）,437,2018/2/27,汾酒
556007921732 ,牛栏山38度塑桶二锅头2L*6浓香型整箱装特价大牛桶,135,113,,,264,2018/2/27,牛栏山
525661235574 ,衡水老白干珍品12酒52度500ml老白干香型白酒酒厂直供,135,184,衡水老白干 喝出男人味,满199元减50元送任意2件赠品（赠完即止）,202,2018/2/27,衡水老白干
18727806291 ,42度洋河海之蓝480ml 蓝色经典绵柔型白酒 猫超自营,136,2676,不参与天猫超市任何优惠券活动,满2件送任意2件赠品（赠完即止）,7874,2018/2/27,洋河
523782427329 ,五粮液股份公司 五星A级上品 52度 500ml 浓香型白酒,138,11535,需要多个 礼品袋 请拍2瓶装,满2件5折送任意1件赠品（赠完即止）,20506,2018/2/27,五粮液
525661419378 ,小糊涂仙酒商超版52度500ml浓香型白酒酒厂直供,138,513,商超经典款 天猫自营,满2件送任意2件赠品（赠完即止）,2733,2018/2/27,小糊涂仙
522001692765 ,郎酒 郎牌特曲T3-42度500mlx2瓶 浓香型中度白酒,138,1023,内含1个礼袋,,776,2018/2/27,郎酒
